Cust id,Age,Gender,Profession,Salary,Expenditure Allowance,No.of ppl in family,Recency,Frequency,Monetary Value,Frequently purchased product,Average views of the product,Spending score
360,44,Female,Doctor,213929,33904,3,58,7,6107,Product C,0.931205249,42
361,20,Female,Doctor,96448,63041,1,31,4,8417,Product D,1.366744673,39
362,23,Male,Engineer,249257,50264,9,31,19,9041,Product D,8.083423494,46
363,28,Male,Engineer,203199,23000,6,6,19,2951,Product A,4.54835962,18
364,38,Female,Doctor,218328,47975,5,14,21,1612,Product D,9.023425243,17
365,48,Male,Manager,117269,66285,10,66,6,3631,Product C,5.135212966,36
366,38,Male,Manager,86723,20485,5,82,4,8279,Product B,0.319165578,56
367,58,Female,Teacher,47610,42522,6,3,3,4671,Product E,3.07263092,17
368,20,Female,Engineer,249751,15289,8,20,9,1252,Product E,0.603178465,13
369,32,Female,Doctor,34273,46393,7,54,20,3401,Product B,5.417167305,36
370,47,Female,Doctor,273001,52116,5,13,4,9218,Product E,1.920116544,36
371,53,Male,Engineer,68154,21470,10,86,24,1184,Product B,9.896078998,40
372,22,Female,Teacher,83217,46255,9,97,1,2545,Product A,1.851777999,41
373,49,Male,Manager,215665,71054,7,41,6,5933,Product C,7.000913098,35
374,33,Male,Manager,182558,62299,9,67,21,7888,Product E,4.868863186,55
375,37,Female,Engineer,61461,65767,8,57,15,4159,Product C,3.163013535,37
376,52,Female,Manager,71672,62025,10,74,7,5050,Product A,6.301186129,43
377,33,Male,Manager,278022,65966,3,83,9,6934,Product E,5.596424831,53
378,52,Male,Doctor,193177,39401,10,25,7,2212,Product E,1.780340438,18
379,50,Female,Doctor,46245,59235,9,53,11,5270,Product B,7.604274514,38
380,32,Male,Teacher,138143,71992,9,18,21,8352,Product C,1.577232569,40
381,34,Female,Teacher,153590,29032,10,0,1,7542,Product D,1.631492402,25
382,42,Male,Doctor,130253,51317,9,61,15,8776,Product B,1.082871685,54
383,27,Female,Manager,266764,53384,9,30,15,7127,Product B,4.810277677,38
384,61,Female,Doctor,58922,16544,1,27,6,1431,Product A,3.96537256,15
385,31,Male,Teacher,272434,,6,83,14,8209,Product A,0.019930259,59
386,57,Male,Doctor,153580,,10,49,7,2838,Product C,2.56053801,28
387,41,Female,Engineer,243508,,10,29,24,6866,Product C,4.59489575,40
388,50,Female,Teacher,78799,,3,0,1,8794,Product D,6.547698079,29
389,47,Female,Doctor,44536,,10,6,9,4533,Product E,1.725087071,20
390,48,Male,Manager,164432,,9,36,15,7889,Product B,6.045401488,43
391,44,Male,Manager,179145,,6,80,21,9889,Product E,1.796877757,66
392,57,Female,Engineer,129628,,6,10,2,2651,Product D,9.363726142,12
393,58,Female,Doctor,94942,,1,99,2,5510,Product B,3.837935903,52
394,28,Female,Teacher,200440,,8,41,1,4077,Product B,2.538533911,27
395,30,Female,Teacher,295938,,6,18,6,2869,Product C,0.489597105,17
396,44,Male,Manager,257722,,5,78,6,3467,Product E,0.716142509,39
397,34,Female,Engineer,245712,,2,25,3,4081,Product A,1.706164179,22
398,39,Male,Teacher,166874,,4,87,10,7181,Product D,6.46205445,56
399,52,Male,Teacher,189849,,7,87,14,4293,Product E,6.764339075,47
400,38,Female,Teacher,94248,,6,87,1,1372,Product C,6.850656373,33
401,31,Male,Doctor,182870,,6,13,14,1797,Product C,2.345205168,14
402,30,Female,Manager,120690,,4,9,17,2875,Product C,6.816618114,18
403,51,Male,Doctor,107561,,2,31,17,2894,Product E,9.895491207,25
404,28,Female,Engineer,111824,,5,57,3,7645,Product C,7.942571901,45
405,48,Male,Doctor,173237,,4,52,1,6738,Product B,3.656235409,40
406,43,Male,Engineer,204682,,8,97,8,6239,Product B,6.39314593,55
407,37,Female,Engineer,202913,,8,46,2,6326,Product C,1.018120938,37
408,56,Male,Engineer,220927,,10,64,22,7603,Product D,4.573478437,54
409,54,Male,Teacher,236440,,5,0,12,8073,Product E,5.480075174,30
410,31,Male,Manager,293938,,9,46,16,9337,Product C,3.509797322,51
411,26,Female,Manager,91350,,1,24,15,8466,Product E,6.219219612,41
412,41,Female,Doctor,131234,,7,27,1,1630,Product D,4.266569431,14
413,41,Female,Manager,74866,,9,32,16,4183,Product B,6.43429258,29
414,22,Female,Engineer,139972,,7,31,21,7890,Product C,0.969723962,43
415,21,Female,Doctor,292671,,4,19,11,6863,Product D,2.138542181,32
416,18,Male,Manager,282788,,2,97,23,3143,Product B,8.922371309,50
417,61,Female,Doctor,121008,,3,50,24,3471,Product D,5.796688422,36
418,26,Female,Engineer,44100,,5,27,18,5213,Product B,8.05842745,32
419,18,Female,Teacher,57301,,8,26,13,9450,Product B,9.678379768,44
420,42,Male,Doctor,130397,,5,1,18,3372,Product B,5.467313393,17
421,43,Male,Doctor,80183,,7,87,24,4858,Product C,4.147233697,53
422,45,Male,Manager,296122,,6,54,3,4564,Product C,8.177170973,34
423,21,Male,Engineer,88507,,6,44,1,4647,Product E,4.30153214,30
424,23,Male,Engineer,175962,66283,2,50,25,2476,Product C,1.002031908,33
425,39,Male,Engineer,169917,71197,2,43,6,5489,Product B,7.512565581,34
426,57,Female,Doctor,42419,30027,6,34,10,1610,Product B,0.570147968,20
427,46,Male,Doctor,173448,74554,8,62,7,6720,Product D,1.279270887,45
428,52,Male,Manager,140071,23977,6,24,18,5247,Product A,5.403195218,31
429,24,Male,Doctor,142157,15687,5,54,4,1817,Product B,9.743171773,25
430,39,Female,Teacher,40200,64659,4,70,6,1954,Product D,7.245693335,31
431,54,Male,Manager,37380,35294,7,25,6,3538,Product B,2.580277228,22
432,39,Female,Doctor,111585,16329,7,54,6,1685,Product D,4.36444509,25
433,50,Female,Engineer,165905,73231,10,14,22,6194,Product B,2.184958919,32
434,49,Male,Doctor,153451,48197,3,41,18,8915,Product E,8.902348692,49
435,34,Male,Doctor,295323,43030,10,65,17,1753,Product D,7.299509876,33
436,24,Female,Engineer,144533,25581,6,20,12,6994,Product E,9.353807041,33
437,25,Female,Doctor,222735,27291,6,67,3,8213,Product B,0.022786053,50
438,60,Female,Manager,227705,58340,2,87,6,3581,Product E,4.155022956,42
439,58,Male,Engineer,223562,49177,1,25,9,2818,Product C,4.810297947,20
440,46,Male,Engineer,143427,26629,9,48,12,8813,Product C,2.190297163,49
441,43,Female,Engineer,53662,44849,2,26,24,3454,Product B,6.376738956,28
442,54,Male,Doctor,208540,55625,6,55,2,3546,Product D,3.412161962,30
443,50,Female,Engineer,256949,30637,1,39,19,7581,Product A,8.044356571,44
444,29,Male,Teacher,34813,15978,4,69,22,2166,Product A,0.037771019,37
445,55,Female,Engineer,255102,34870,1,66,17,1921,Product E,4.602362775,34
446,57,Male,Engineer,132022,40447,8,85,23,7013,Product B,4.583513196,59
447,57,Female,Manager,88261,58093,3,1,20,1535,Product C,2.097566469,12
448,45,Male,Doctor,147962,27111,7,36,1,2355,Product C,6.242213245,20
449,45,Female,Manager,285132,70661,5,47,14,6347,Product A,0.565931243,41
450,53,Female,Doctor,276861,17716,7,95,20,4201,Product E,9.940845457,52
451,28,Female,Engineer,274791,64463,5,99,13,6516,Product D,3.087802641,59
452,30,Male,Engineer,284347,36417,10,6,16,2723,Product D,6.235551439,16
453,50,Male,Doctor,234490,66279,6,33,5,5593,Product C,3.675989771,31
454,46,Male,Manager,35653,48201,6,17,25,1147,Product A,1.670401143,17
455,23,Male,Engineer,230008,74203,7,97,23,2704,Product C,0.030653352,49
456,32,Male,Teacher,49677,28320,7,91,25,5375,Product A,2.761217125,56
457,61,Male,Doctor,156694,60964,9,40,4,1048,Product C,6.844502412,18
458,33,Male,Engineer,221858,37525,8,44,4,1926,Product B,5.510448795,22
459,37,Male,Doctor,52425,37668,1,65,11,9056,Product C,0.772918381,55
460,53,Male,Engineer,146474,30294,7,67,18,7584,Product B,2.822466541,53
461,53,Female,Engineer,137915,17349,9,3,18,6104,Product D,4.024308997,27
462,48,Male,Manager,74441,47413,3,31,7,1530,Product C,2.557629657,17
463,52,Female,Manager,223851,53359,1,21,1,9754,Product D,3.737797566,39
464,57,Female,Engineer,248370,23718,5,32,5,5836,Product C,8.579332386,31
465,62,Female,Teacher,139458,62295,7,91,19,1122,Product A,7.146138189,40
466,46,Male,Doctor,217177,42877,9,10,14,1754,Product E,9.992369471,13
467,30,Female,Manager,107673,68511,7,46,3,6005,Product E,6.505797421,36
468,65,Male,Manager,107494,30666,9,64,21,4211,Product D,3.138567182,42
469,50,Female,Doctor,247688,26524,1,39,2,8605,Product B,5.158821089,42
470,59,Male,Manager,243187,68255,1,92,21,5609,Product D,2.580170046,56
471,52,Female,Engineer,148069,45619,10,91,20,6284,Product B,2.247469084,57
472,38,Male,Doctor,205863,60166,3,88,9,7759,Product A,4.837897116,58
473,51,Male,Manager,256891,31928,7,85,7,4965,Product E,4.382619722,47
474,23,Male,Manager,271899,64743,9,33,25,,Product C,1.92500224,34
475,45,Male,Teacher,231495,72604,8,47,5,,Product C,8.09263134,45
476,60,Male,Manager,244629,16606,2,84,7,,Product D,8.24803941,62
477,64,Female,Doctor,292672,60194,5,60,15,,Product D,7.045880779,39
478,27,Male,Doctor,61202,74552,3,57,9,,Product A,9.096607956,32
479,44,Male,Doctor,135168,34674,4,65,13,,Product C,1.006577915,55
480,35,Female,Teacher,97587,17232,10,87,13,,Product E,5.057577991,42
481,46,Male,Manager,128584,54283,6,65,24,,Product E,7.84770429,54
482,22,Male,Teacher,170711,31509,4,14,20,,Product E,9.00772167,22
483,62,Female,Teacher,223261,45618,10,96,13,,Product D,4.114966276,46
484,25,Male,Manager,152781,43517,7,80,14,,Product B,0.248062244,59
485,57,Female,Engineer,32963,22991,2,63,14,,Product A,9.923401648,47
486,47,Male,Engineer,259355,64430,6,47,8,,Product A,3.711062854,41
487,30,Male,Manager,164071,39015,8,14,4,,Product C,2.251310106,32
488,27,Male,Doctor,89287,15013,1,15,6,,Product D,8.120042458,39
489,39,Female,Engineer,255431,61937,7,66,19,,Product B,9.309998814,52
490,21,Female,Teacher,154892,61664,1,4,19,,Product C,0.833634139,11
491,32,Female,Doctor,148957,59701,1,12,3,,Product D,2.264041466,30
492,24,Male,Teacher,251115,41608,8,90,9,,Product C,9.466290663,49
493,63,Male,Teacher,188434,18779,2,65,9,,Product A,6.956093694,30
494,31,Male,Teacher,118456,32895,5,56,0,,Product B,6.943669534,32
495,31,Female,Teacher,190396,69491,9,21,13,,Product D,3.970095391,15
496,31,Female,Manager,94082,15113,4,100,21,,Product E,2.408016294,50
497,18,Male,Manager,212986,25231,5,75,19,,Product E,3.8796359,43
498,27,Female,Teacher,71821,54235,6,89,1,,Product B,1.263297128,33
499,52,Female,Engineer,92821,65185,8,9,5,,Product C,2.060801611,31
500,28,Male,Manager,146214,71298,8,40,0,,Product C,6.959071455,34
501,26,Male,Teacher,152964,51243,1,89,1,,Product B,5.46369275,50
502,20,Male,Teacher,209679,53911,1,62,8,,Product D,8.146713838,29
503,54,Male,Doctor,82173,73859,3,40,19,,Product B,2.838431893,36
504,27,Male,Manager,50762,33701,3,0,1,,Product C,2.279051919,17
505,38,Male,Teacher,56988,53437,5,33,11,,Product C,0.007104357,21
506,59,Female,Manager,125951,61420,3,89,14,,Product B,6.658191362,62
507,30,Male,Manager,164020,51025,10,3,4,,Product C,8.74252272,8
508,21,Male,Doctor,255012,67139,9,30,8,,Product C,0.335614897,22
509,39,Male,Manager,142883,44330,6,46,6,,Product C,6.374684537,27
510,64,Female,Engineer,152451,74287,10,88,20,,Product B,5.563763204,61
511,22,Female,Teacher,123386,55543,8,23,12,,Product D,3.232973932,39
512,20,Male,Engineer,82297,65677,7,80,5,,Product A,9.121088086,52
513,33,Male,Teacher,269407,73516,5,41,3,,Product E,6.987564658,45
514,27,Female,Teacher,253073,40415,4,11,0,,Product E,0.827875733,18
515,47,Female,Teacher,87872,32924,9,58,14,,Product E,1.661643809,53
516,22,Female,Doctor,95059,26446,3,29,8,,Product E,3.903810231,22
517,38,Female,Engineer,37404,70226,6,8,15,,Product D,7.10202003,14
518,58,Male,Engineer,155453,43196,10,69,1,,Product B,1.316907796,46
519,18,Female,Teacher,194134,52277,7,23,0,,Product E,0.532760548,14
520,63,Male,Engineer,153770,69200,8,77,18,,Product D,0.28313425,46
521,65,Male,Teacher,157314,29241,6,1,18,,Product C,2.337476238,13
522,31,Male,Engineer,245290,56570,6,30,6,,Product A,2.394439225,17
523,28,Male,Teacher,286372,50227,4,26,9,,Product C,7.46120141,38
524,33,Female,Teacher,281613,60735,7,56,22,,Product D,1.649085638,46
525,24,Male,Teacher,207955,62007,4,100,12,,Product E,1.224164413,62
526,65,Male,Engineer,176315,64297,1,26,2,,Product E,4.47324694,31
527,56,Male,Doctor,193194,59068,2,83,20,,Product E,3.066970993,38
528,36,Female,Engineer,102941,32925,7,16,12,,Product A,5.791344298,18
529,48,Female,Teacher,260187,17801,5,90,4,,Product E,5.109163944,54
530,29,Female,Teacher,96002,28495,10,63,16,,Product D,9.997119202,33
531,23,Male,Doctor,211451,43848,6,94,22,,Product D,0.622324079,54
532,29,Male,Doctor,97060,16319,6,16,24,,Product A,0.299814702,40
533,44,Male,Doctor,146900,25368,8,23,6,,Product E,1.305091766,32
534,65,Female,Doctor,121390,36563,8,86,2,,Product C,2.534799684,51
535,38,Female,Teacher,190091,59961,9,78,23,,Product C,8.519500747,61
536,45,Male,Doctor,61941,68107,1,78,13,,Product E,7.860612403,47
537,26,Male,Manager,290490,73126,10,10,11,,Product A,4.869110107,11
538,32,Female,Doctor,264084,29878,4,13,7,,Product B,6.454525319,29
539,19,Female,Engineer,114755,22223,3,95,0,,Product A,4.602167889,53
540,23,Male,Manager,39550,15607,9,84,6,,Product D,4.18484904,50
541,29,Female,Teacher,238765,18325,1,73,19,,Product B,2.316269184,36
542,32,Male,Manager,123499,32337,5,78,1,6743,Product A,3.098765196,48
543,54,Male,Teacher,220714,71499,3,68,23,8801,Product B,2.449676067,59
544,65,Male,Doctor,69988,44529,8,57,14,4540,Product B,3.86597713,38
545,24,Female,Manager,81255,18477,2,65,21,9878,Product D,1.597385101,61
546,45,Female,Doctor,184466,47573,3,80,8,6275,Product E,0.466884237,50
547,44,Female,Manager,134612,38606,9,48,4,3214,Product D,2.079534124,28
548,47,Female,Engineer,249870,60573,2,29,4,3769,Product B,6.948485435,23
549,22,Male,Doctor,263335,53759,5,7,23,8276,Product E,4.260995218,37
550,34,Male,Engineer,153906,54204,10,55,10,2759,Product B,7.128905389,30
551,22,Male,Teacher,171469,20213,9,36,0,6670,Product D,4.141611045,34
552,22,Female,Engineer,76629,31523,6,29,23,8572,Product A,5.02721896,45
553,59,Female,Manager,62157,52775,7,62,9,3405,Product C,6.406034877,35
554,53,Female,Engineer,160860,62831,1,36,23,6235,Product C,7.827141466,40
555,25,Female,Doctor,284550,29558,6,67,18,7743,Product E,0.049564826,54
556,39,Male,Manager,282809,55720,9,13,14,4938,Product B,4.044805383,25
557,24,Male,Teacher,113980,37415,3,94,8,5919,Product B,0.41980378,53
558,52,Male,Manager,80798,46149,2,88,8,1868,Product B,1.705758179,38
559,39,Male,Teacher,150884,35561,7,94,17,8237,Product B,1.466441409,64
560,55,Female,Manager,42556,38195,9,85,14,4024,Product B,6.724253807,46
561,29,Male,Teacher,154499,67092,7,74,8,3698,Product B,1.727952816,39
562,59,Female,Manager,234137,19079,5,36,24,2012,Product B,5.583676051,26
563,43,Female,Doctor,197146,65842,1,9,2,1405,Product B,3.84590284,8
564,63,Female,Engineer,66047,73426,8,97,0,3654,Product D,7.457837041,44
565,27,Male,Teacher,168967,65102,10,93,20,6949,Product B,6.858285139,60
566,47,Female,Doctor,145980,38624,3,85,10,5978,Product B,2.998770707,51
567,33,Female,Teacher,185641,46845,10,40,5,4724,Product D,8.143680572,30
568,52,Female,Teacher,256512,51276,6,93,0,8951,Product B,2.776979259,60
569,47,Male,Teacher,44479,67392,3,25,6,9770,Product B,6.184326794,42
570,57,Female,Doctor,169994,26777,4,88,15,5393,Product B,0.830884225,52
571,30,Male,Manager,207974,47652,4,26,1,9205,Product E,5.000177678,39
572,35,Female,Engineer,199321,41727,6,32,6,9026,Product E,6.210274454,42
573,65,Female,Manager,231807,48739,6,77,2,1572,Product C,3.419670807,31
574,21,Female,Manager,55746,55829,6,60,25,4780,Product A,6.827959935,44
575,64,Male,Manager,88673,47005,1,12,21,6630,Product D,0.948144847,33
576,52,Male,Doctor,201065,72277,9,99,9,6571,Product E,4.861544451,57
577,53,Female,Doctor,181190,35399,10,68,15,5784,Product B,2.200007845,46
578,23,Female,Manager,79259,42972,8,89,7,1949,Product B,4.326908652,38
579,19,Female,Engineer,256402,33738,7,4,12,5840,Product D,1.852865658,24
580,53,Female,Teacher,63022,43610,9,96,4,4369,Product A,0.444954289,47
581,60,Male,Engineer,212091,70907,7,60,3,9158,Product D,4.250383889,51
582,20,Female,Doctor,199751,39702,6,33,18,8177,Product B,6.879005224,44
583,54,Female,Teacher,289266,18347,3,65,6,7750,Product B,8.599492126,49
584,29,Male,Engineer,209353,28765,2,89,23,5895,Product B,0.390789344,56
585,29,Female,Manager,252385,73013,6,49,1,2616,Product B,0.180044283,25
586,48,Male,Manager,229750,33408,5,8,11,6035,Product D,9.73709202,26
587,19,Male,Engineer,232764,73035,2,24,8,6693,Product E,6.452592631,32
588,54,Male,Doctor,71998,55398,4,7,21,7445,Product A,0.883855223,34
589,37,Female,Engineer,157625,65286,10,52,17,7789,Product E,7.015746146,48
590,52,Male,Engineer,123697,33834,8,46,14,3303,Product A,9.125440652,31
591,61,Male,Manager,221982,27224,6,49,7,2114,Product E,4.996839071,25
592,24,Female,Teacher,187342,32011,1,54,7,3866,Product E,4.739241284,33
593,51,Female,Engineer,211998,48546,4,59,10,3664,Product C,1.336357932,35
594,21,Male,Manager,165569,55702,2,1,21,1606,Product B,4.63445358,12
595,35,Female,Teacher,135025,15846,5,12,5,5396,Product A,5.779452588,23
596,23,Male,Engineer,201548,23511,7,29,24,4586,Product C,0.271362241,32
597,39,Male,Teacher,44602,57072,3,46,7,5709,Product C,9.75698485,36
598,49,Male,Doctor,285371,43513,9,23,16,8210,Product A,5.222647603,40
599,41,Male,Manager,249588,16732,1,47,12,8251,Product D,6.97975503,47
600,35,Female,Teacher,254046,28563,10,67,16,5883,Product C,9.482478493,47
601,53,Female,Doctor,74562,50381,2,98,8,9816,Product D,2.737342159,68
602,31,Male,Manager,286076,33661,1,6,11,8097,Product C,7.806787136,32
603,41,Female,Manager,235167,33797,1,99,2,4888,Product A,1.997636192,49
604,46,Male,Engineer,201721,26995,5,62,4,4079,Product E,9.403442114,35
605,29,Female,Teacher,297957,16002,7,19,21,5417,Product E,1.439283844,31
606,35,Male,Engineer,103249,56622,8,31,8,8524,Product A,2.968571969,41
607,39,Male,Doctor,235734,30875,9,40,21,6319,Product A,4.626973278,41
608,42,Male,Engineer,136245,50945,10,89,14,2739,Product B,2.394485683,43
609,49,Male,Doctor,102531,61546,10,14,5,3532,Product A,3.859078896,18
610,60,Female,Doctor,151082,33558,1,43,6,1711,Product C,6.762358851,22
611,31,Female,Doctor,165412,18764,9,17,9,1090,Product A,9.240651551,12
612,25,Male,Manager,114299,39550,1,83,21,1049,Product A,4.716656208,38
613,54,Male,Manager,101242,55581,2,83,0,9195,Product B,1.110921883,58
614,44,Female,Teacher,41722,26837,8,97,18,3420,Product B,8.199393916,49
615,56,Female,Manager,183906,43933,5,100,17,6219,Product A,9.31126212,59
616,19,Female,Teacher,182504,51924,2,78,0,6618,Product A,3.501909852,48
617,62,Male,Manager,108710,51966,3,70,11,9422,Product A,4.463922678,58
618,41,Male,Manager,201742,45567,3,59,1,3269,Product C,0.776082115,30
619,21,Male,Engineer,89015,68835,9,96,15,2760,Product C,8.13745052,46
620,54,Male,Doctor,294246,36923,7,57,25,2736,Product B,4.599686585,36
621,60,Male,Doctor,92687,60028,2,45,9,9859,Product D,0.334141634,50
622,42,Male,Doctor,291301,48498,7,75,7,7966,Product B,9.267197514,53
623,51,Male,Engineer,235326,26635,2,70,15,7284,Product D,0.08368251,52
624,53,Female,Teacher,234873,15106,3,86,17,9795,Product D,5.701386299,66
625,27,Female,Doctor,217529,43836,8,43,9,2281,Product B,8.875931483,24
626,58,Male,Engineer,266444,71287,10,1,16,3597,Product B,2.684920099,17
627,52,Male,Doctor,266116,31973,5,94,14,1254,Product D,9.481727532,40
628,18,Female,Engineer,70182,43964,10,50,16,5301,Product D,8.380001877,39
629,38,Male,Doctor,38932,54721,10,9,13,1432,Product B,6.43866094,12
630,58,Female,Engineer,150728,74517,10,90,8,2992,Product E,9.372668672,42
631,43,Female,Engineer,54470,46084,2,49,5,9418,Product B,8.643814409,49
